,NPL91_EVER,gender_nameRu,LastApprovedOfferSet_Payment,CBFactPmtsParametrSet,AgeParametrSet,PoVClient_ClientCountWithoutOverduePay,CBMaxOverdueParametrSet,CBCreditHistoryFromServParametrSet,PKB_REQ_360DAY,SUM_OSTATOK,MAX_OUSTAND_DAY_CNT,CNT_DAY_GR_0_Sum,educationtypedmparse2,low_rod_income,KDN
132948,0,Мужской,169500.0,78,44.08,54.0,0,Положительная,1.0,423706.11,1.0,0.0,ВЫСШЕЕ,,0.3198842439931885
132965,0,Женский,50000.0,24,67.08,,0,Положительная,1.0,4915.0,0.0,0.0,,,0.0865930393462311
132974,0,Мужской,17500.0,52,64.75,20.0,0,Положительная,2.0,90421.32,6.0,1.0,СРЕДНЕЕ,43407.0,0.1574639095453385
132984,0,Мужской,52000.0,76,65.25,5.0,0,Положительная,3.0,67873.76,13.0,0.0,,43407.0,0.1722002052131675
132999,0,Мужской,41666.7,27,64.0,,0,Положительная,1.0,0.0,0.0,0.0,,43407.0,0.0255867031021318
133004,0,Женский,27192.8,176,67.25,106.0,0,Положительная,1.0,125073.2,0.0,0.0,ВЫСШЕЕ,,0.2711583861990741
133005,0,Женский,23341.0,42,63.92,9.0,0,Положительная,5.0,551504.24,24.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.2442012533871794
133026,0,Женский,23261.6,15,63.75,7.0,0,Приемлемая 1,6.0,868884.24,0.0,0.0,,,0.3337893619530605
133027,0,Женский,28135.0,50,63.58,90.0,36,Приемлемая 2,9.0,183333.34,36.0,9.0,ВЫСШЕЕ,,0.0944816717121897
133031,0,Женский,47089.0,77,64.58,12.0,0,Положительная,0.0,0.0,0.0,0.0,ВЫСШЕЕ,,0.0
133038,0,Женский,48747.1,86,38.0,25.0,8,Положительная,4.0,881971.43,8.0,6.0,СРЕДНЕЕ,108517.5,2.9025408509326347
133042,0,Мужской,11950.6,60,63.92,37.0,0,Положительная,3.0,337310.95,8.0,2.0,,,0.1241747234561449
133043,0,Мужской,56957.0,61,47.5,71.0,12,Положительная,1.0,512000.0,20.0,27.0,ВЫСШЕЕ,,4.532127354137471
133046,0,Мужской,,24,65.33,,0,Приемлемая 1,,,,,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
133053,0,Мужской,6092.0,147,59.67,171.0,1,Положительная,3.0,1907336.07,1.0,2.0,,43407.0,0.5870610320040291
133059,0,Женский,49793.9,24,68.83,,0,Положительная,1.0,0.0,0.0,0.0,,,0.0
133060,0,Мужской,12384.2,144,64.42,27.0,0,Положительная,10.0,503874.18,2.0,1.0,,,0.2461071083348902
133063,0,Женский,7165.0,230,65.25,84.0,0,Положительная,84.0,3719411.13,0.0,0.0,,,0.2856547941450506
133066,0,Мужской,65000.0,77,65.83,31.0,0,Положительная,2.0,519331.45,60.0,2.0,СРЕДНЕЕ,,0.1531870252695728
133068,0,Женский,4271.3,160,65.83,37.0,0,Положительная,19.0,0.0,0.0,0.0,,,0.0
133070,0,Мужской,31614.8,63,67.75,122.0,0,Приемлемая 1,0.0,1102370.01,4.0,2.0,ВЫСШЕЕ,,0.3943879412782918
133075,0,Мужской,,48,66.0,90.0,0,Положительная,0.0,39762.08,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
133081,0,Женский,18055.0,81,63.25,39.0,0,Положительная,0.0,72220.0,0.0,0.0,ВЫСШЕЕ,,0.0
133085,0,Мужской,49004.3,24,63.92,104.0,1,Положительная,25.0,668127.47,31.0,1.0,СРЕДНЕЕ,,0.8534301840867057
133118,0,Мужской,5000.0,36,66.17,21.0,0,Приемлемая 1,2.0,421338.0,0.0,0.0,,43407.0,0.1799179572705325
133119,0,Женский,14705.0,49,64.42,65.0,0,Отрицательная,8.0,0.0,507.0,23.0,ВЫСШЕЕ,43407.0,0.0
133137,0,Мужской,7306.0,54,63.83,7.0,0,Положительная,12.0,884717.7,0.0,0.0,,43407.0,0.4714520332692151
133155,0,Женский,,131,61.33,,2,Положительная,6.0,817047.65,2.0,2.0,,43407.0,0.5623318250722847
133156,0,Женский,17603.9,74,60.08,62.0,0,Положительная,4.0,,0.0,0.0,,43407.0,0.0
133161,0,Женский,9051.0,91,65.92,160.0,1,Положительная,4.0,233884.78,1.0,2.0,,,0.1379188138158273
133167,0,Женский,51261.3,69,61.25,,13,Положительная,12.0,1392870.69,50.0,4.0,ВЫСШЕЕ,43407.0,0.7227004677975712
133181,0,Мужской,54385.6,101,68.58,84.0,0,Положительная,1.0,135000.0,4.0,0.0,ВЫСШЕЕ,,0.1128298863803044
133182,0,Женский,5000.0,104,63.08,131.0,0,Приемлемая 1,1.0,1527170.11,0.0,0.0,СРЕДНЕЕ,43407.0,0.4623836138497129
133191,0,Женский,12107.0,55,62.92,27.0,0,Положительная,12.0,493514.42,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.348958573160811
133193,0,Женский,1231.0,89,65.58,2.0,6,Положительная,3.0,94243.87,35.0,1.0,,,0.0725980976912601
133199,0,Мужской,94918.0,231,64.42,174.0,1,Положительная,7.0,1074446.06,2.0,2.0,ВЫСШЕЕ,,0.2258223337162685
133203,0,Женский,8474.0,130,64.25,20.0,0,Положительная,4.0,314722.62,0.0,0.0,,,0.2577115939826774
133206,0,Женский,47177.0,159,64.67,133.0,2,Положительная,7.0,945933.9,22.0,3.0,ВЫСШЕЕ,43407.0,0.6516456266907124
133213,0,Мужской,29978.3,69,68.33,42.0,2,Приемлемая 1,1.0,582573.95,0.0,0.0,,,0.4072824984234049
133214,0,Мужской,,48,65.0,82.0,0,Приемлемая 1,0.0,,1.0,1.0,ВЫСШЕЕ,43407.0,0.0
133222,0,Мужской,,100,68.58,51.0,0,Положительная,2.0,0.0,1.0,0.0,,,0.0
133228,0,Мужской,62681.1,97,65.33,20.0,0,Положительная,0.0,1323906.27,0.0,0.0,,43407.0,0.4015335929892892
133232,0,Женский,1139.2,61,61.0,12.0,0,Положительная,2.0,18903.41,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.2501218981853643
133233,0,Мужской,3438.6,85,65.0,12.0,14,Положительная,4.0,110069.54,8.0,2.0,,43407.0,0.1603755651246786
133267,0,Мужской,29173.1,157,56.75,151.0,56,Приемлемая 2,5.0,339265.05,56.0,7.0,ВЫСШЕЕ,43407.0,0.0906599344031805
133281,0,Женский,46000.0,37,65.0,23.0,0,Положительная,1.0,0.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
133315,0,Мужской,49788.8,107,65.17,19.0,1,Положительная,4.0,252785.0,1.0,1.0,,43407.0,0.1719361955936533
133325,0,Женский,38841.8,24,67.92,50.0,0,Положительная,0.0,0.0,0.0,0.0,,,0.0
133334,0,Мужской,36257.1,53,68.5,94.0,0,Положительная,1.0,,1.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
133336,0,Женский,64500.0,78,66.5,69.0,0,Положительная,1.0,137195.0,0.0,0.0,,43407.0,0.3322468922011256
133338,0,Женский,58397.2,203,66.83,126.0,0,Положительная,9.0,410664.13,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.3832517885650092
133340,0,Мужской,50000.0,33,66.17,20.0,0,Приемлемая 1,1.0,201802.99,0.0,0.0,,43407.0,0.1137502269624688
133341,0,Женский,27347.1,6,62.5,2.0,0,Приемлемая 1,1.0,70337.67,0.0,0.0,,,0.2825667517271426
133343,0,Женский,,52,69.25,68.0,2,Положительная,0.0,0.0,2.0,2.0,,,0.0
133344,0,Женский,60171.0,151,68.25,83.0,0,Положительная,8.0,1094019.76,0.0,0.0,ВЫСШЕЕ,43407.0,0.3976359309720615
133359,0,Женский,21332.0,93,66.08,120.0,0,Положительная,1.0,63994.99,22.0,5.0,ВЫСШЕЕ,43407.0,0.2461971700944071
133363,0,Женский,16134.9,117,67.83,112.0,0,Положительная,6.0,1052013.22,1.0,0.0,,,0.5629712187766341
133374,0,Женский,,32,63.25,38.0,0,Приемлемая 1,,,,,,43407.0,0.0
133387,0,Мужской,27161.0,51,67.92,39.0,0,Приемлемая 1,1.0,,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
133394,0,Женский,15962.1,134,65.0,78.0,0,Положительная,,,,,СРЕДНЕЕ,,0.8486147425583266
133395,0,Женский,25700.0,276,68.0,57.0,2,Положительная,15.0,3058741.11,2.0,1.0,,,0.3945231905587191
133396,0,Мужской,7685.9,100,67.5,48.0,29,Положительная,25.0,374168.37,29.0,14.0,,43407.0,0.4423622273651729
133402,0,Женский,,37,68.0,,0,Положительная,0.0,0.0,0.0,0.0,,,0.0
133403,0,Мужской,,79,63.75,18.0,0,Положительная,4.0,157141.0,2.0,2.0,СРЕДНЕЕ,,0.2553756188157638
133408,0,Женский,5000.0,97,65.25,14.0,27,Удовлетворительная,6.0,481983.74,68.0,10.0,,,0.6683215629889626
133417,0,Мужской,3632.0,157,67.0,65.0,0,Положительная,8.0,155867.96,0.0,0.0,СРЕДНЕЕ,43407.0,0.2485218275586547
133418,0,Мужской,36994.5,27,65.58,19.0,0,Приемлемая 2,4.0,43388.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.2726895667584179
133459,0,Мужской,,43,67.33,,0,Положительная,1.0,126585.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0401151134577987
133478,0,Мужской,6500.0,7,63.75,3.0,0,Приемлемая 1,7.0,164948.52,0.0,0.0,,43407.0,0.3151138201268814
133480,0,Мужской,9000.0,32,65.33,,0,Положительная,0.0,0.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0126097044285281
133506,0,Женский,9848.0,204,68.67,57.0,25,Положительная,58.0,459812.45,25.0,5.0,СРЕДНЕЕ,43407.0,0.3878535166403061
133507,0,Женский,5047.0,93,67.92,5.0,0,Положительная,11.0,536974.36,0.0,0.0,ВЫСШЕЕ,,0.2977972402078117
133515,0,Женский,17857.0,44,69.42,141.0,0,Положительная,4.0,17856.34,0.0,0.0,СРЕДНЕЕ,43407.0,0.0
133516,0,Женский,85435.5,60,62.08,54.0,0,Положительная,4.0,0.0,0.0,0.0,,,0.0
133517,0,Женский,79350.9,102,69.0,70.0,6,Положительная,5.0,443581.0,21.0,2.0,,43407.0,0.2497021965978939
133532,0,Женский,292815.6,70,69.0,51.0,0,Приемлемая 1,14.0,2150926.18,1.0,1.0,ВЫСШЕЕ,43407.0,0.5831085028144617
133537,0,Женский,5825.0,56,65.25,64.0,16,Положительная,7.0,136548.0,16.0,1.0,,43407.0,0.1789469914040114
133549,0,Женский,26666.7,18,67.33,6.0,0,Приемлемая 2,1.0,,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
133553,0,Мужской,24334.0,104,56.08,37.0,0,Положительная,5.0,0.0,0.0,0.0,,43407.0,0.0458665101089788
133557,0,Женский,27192.8,45,68.92,16.0,0,Положительная,3.0,60547.5,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.144821153087217
133561,0,Мужской,9917.0,81,65.42,5.0,0,Положительная,1.0,188416.65,0.0,0.0,,43407.0,0.0871647930528332
133562,0,Мужской,6600.0,0,63.67,,0,Приемлемая 1,0.0,79190.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0808493929407152
133582,0,Мужской,56957.0,161,59.83,67.0,8,Положительная,23.0,430697.02,29.0,20.0,,,0.1885043940654746
133591,0,Женский,,0,67.17,,0,Приемлемая 1,,,,,,,0.0
133614,0,Женский,,0,61.33,,0,Приемлемая 1,,,,,ВЫСШЕЕ,43407.0,0.0
133623,0,Мужской,4394.9,214,67.33,164.0,0,Положительная,11.0,2260359.53,0.0,0.0,,,0.3134790358940749
133631,0,Мужской,,112,64.08,,0,Отрицательная,5.0,0.0,155.0,6.0,ВЫСШЕЕ,65110.5,0.0
133639,0,Женский,,88,68.08,,0,Положительная,0.0,0.0,8.0,1.0,ВЫСШЕЕ,,0.0
133642,0,Женский,53223.3,128,66.0,86.0,1,Положительная,3.0,159161.18,11.0,3.0,ВЫСШЕЕ,,0.4757181344249676
133644,0,Мужской,62562.9,37,68.92,35.0,0,Приемлемая 1,1.0,,0.0,0.0,,43407.0,0.0
133647,0,Мужской,51261.3,81,57.17,140.0,0,Положительная,1.0,688542.35,23.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4764883664081424
133664,0,Мужской,50566.7,74,49.83,117.0,0,Положительная,2.0,329904.26,1.0,0.0,СРЕДНЕЕ,65110.5,0.3136716084610136
133674,0,Мужской,44962.1,67,67.58,91.0,2,Положительная,1.0,,2.0,1.0,СРЕДНЕЕ,,0.0
133677,0,Женский,11276.5,116,63.58,20.0,0,Положительная,7.0,285739.04,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.2714556240256955
133684,0,Женский,14586.6,92,68.92,10.0,0,Положительная,3.0,101221.38,0.0,0.0,,,0.1520359217775776
133685,0,Мужской,9583.4,122,64.08,2.0,0,Положительная,4.0,636700.71,0.0,0.0,,65110.5,0.4155075932291893
133697,0,Мужской,45000.0,100,67.0,,0,Положительная,1.0,50453.61,67.0,0.0,СРЕДНЕЕ,,0.3195545373240385
133699,0,Женский,12690.0,74,67.83,27.0,0,Положительная,2.0,59790.47,14.0,6.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0946268148337378
133700,0,Женский,55000.0,36,62.08,4.0,0,Приемлемая 1,1.0,89736.99,0.0,0.0,,,0.0472197588965081
133706,0,Женский,34894.8,73,64.5,53.0,18,Положительная,7.0,289396.12,22.0,4.0,,,0.471462034667916
133715,0,Мужской,90642.7,6,61.42,125.0,0,Приемлемая 1,1.0,89523.66,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
133725,0,Мужской,48500.0,36,65.75,8.0,0,Положительная,1.0,37239.2,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.3741005066735012
133732,0,Женский,12083.0,23,66.17,35.0,0,Приемлемая 1,2.0,0.01,8.0,5.0,,,0.082947173308619
133733,0,Женский,,24,64.92,,0,Положительная,0.0,0.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
133762,0,Женский,42481.2,122,67.17,20.0,0,Положительная,7.0,1035152.74,2.0,1.0,,,0.4952858178941122
133769,0,Женский,13522.8,103,68.08,100.0,0,Положительная,4.0,386562.34,0.0,0.0,,,0.2830190298795718
133776,0,Женский,54111.8,166,61.42,27.0,1,Положительная,7.0,447214.57,4.0,2.0,,43407.0,0.2860166952909693
133795,0,Мужской,54385.6,51,66.67,,0,Положительная,0.0,28524.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0405290223598602
133823,0,Женский,7500.0,95,62.83,22.0,0,Положительная,2.0,624195.33,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4081733582235101
133834,0,Мужской,9523.0,62,64.25,28.0,0,Положительная,1.0,201289.11,1.0,1.0,,43407.0,0.0
133845,0,Мужской,50000.0,128,64.58,182.0,0,Положительная,0.0,249052.38,0.0,0.0,,43407.0,0.5617890907123633
133856,0,Женский,41749.5,68,63.67,32.0,0,Положительная,10.0,749526.44,3.0,1.0,,43407.0,0.4908269624573379
133865,0,Мужской,,72,52.08,158.0,0,Положительная,1.0,11972.0,4.0,0.0,ВЫСШЕЕ,65110.5,0.0302052728097332
133866,0,Женский,3459.2,149,63.75,34.0,0,Положительная,4.0,129648.24,0.0,0.0,,43407.0,0.2896078062720915
133868,0,Женский,60875.6,101,64.5,96.0,0,Положительная,0.0,798615.62,0.0,0.0,,,0.4705006947236269
133887,0,Мужской,10000.0,35,65.25,73.0,1,Приемлемая 1,3.0,,1.0,1.0,СРЕДНЕЕ,43407.0,0.0
133888,0,Женский,27192.8,59,65.75,16.0,0,Положительная,3.0,42061.0,19.0,0.0,,43407.0,0.1254301373457618
133894,0,Женский,14384.0,2,63.17,,0,Приемлемая 2,2.0,494140.84,0.0,0.0,СРЕДНЕЕ,,0.2765016202346851
133895,0,Женский,36817.5,87,68.0,9.0,1,Положительная,4.0,218215.89,1.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.2359809173083361
133896,0,Женский,11533.1,24,62.33,10.0,0,Приемлемая 1,7.0,500001.0,0.0,0.0,,43407.0,0.3744408513516369
133899,0,Мужской,,42,63.42,,0,Положительная,1.0,305493.0,0.0,0.0,СРЕДНЕЕ,43407.0,0.0771084337349397
133900,0,Мужской,,24,67.92,,0,Положительная,0.0,0.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
133918,0,Мужской,14586.6,30,69.33,6.0,0,Приемлемая 2,6.0,129305.05,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.1003736401356939
133921,0,Женский,36257.1,57,63.92,69.0,0,Положительная,4.0,48330.0,0.0,0.0,СРЕДНЕЕ,43407.0,0.0936017158884672
133923,0,Мужской,59269.2,110,64.33,2.0,0,Отрицательная,5.0,1531225.61,155.0,6.0,,65110.5,0.4696620309837949
133933,0,Мужской,9064.3,24,65.33,,0,Приемлемая 1,1.0,52084.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.14346686503854
133938,0,Женский,33473.4,179,63.67,175.0,1,Положительная,,,,,,,0.9511506984655655
133940,0,Женский,1470.0,126,67.08,8.0,0,Приемлемая 1,33.0,1289303.89,0.0,0.0,,43407.0,0.4835052206777272
133946,0,Женский,97243.7,86,67.08,55.0,0,Положительная,1.0,619448.11,0.0,0.0,,,0.2987370859279238
133959,0,Женский,11623.6,46,64.58,,19,Положительная,2.0,164148.2,19.0,2.0,,,0.2146598547996773
133983,0,Женский,50910.1,112,63.33,27.0,0,Положительная,0.0,886750.39,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.2885400136023577
133984,0,Мужской,4887.3,5,63.42,,0,Приемлемая 2,3.0,48666.0,0.0,0.0,,43407.0,0.0525436244219035
133985,0,Женский,8260.9,96,62.92,29.0,0,Положительная,2.0,284412.81,5.0,0.0,ВЫСШЕЕ,43407.0,0.4561756090325929
133999,0,Мужской,25000.0,50,65.83,26.0,0,Положительная,3.0,,0.0,0.0,СРЕДНЕЕ,,0.0
134006,0,Женский,69374.8,78,66.5,,0,Положительная,1.0,101240.0,0.0,0.0,ВЫСШЕЕ,43407.0,0.0693635203373841
134007,0,Мужской,4167.0,15,65.5,14.0,0,Приемлемая 1,2.0,41666.66,0.0,0.0,,,0.0755178600554558
134008,0,Мужской,56957.0,56,63.33,32.0,2,Положительная,17.0,1307444.31,2.0,3.0,,43407.0,0.6531393175237328
134012,0,Мужской,8500.0,26,65.67,,0,Положительная,1.0,771.6,7.0,0.0,ВЫСШЕЕ,43407.0,0.1035713850540399
134019,0,Женский,,0,61.83,,0,Приемлемая 1,,,,,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
134023,0,Женский,5000.0,42,64.5,,19,Положительная,1.0,69413.28,19.0,2.0,ВЫСШЕЕ,,0.1661068869317871
134031,0,Женский,1624.0,27,61.92,13.0,0,Приемлемая 1,5.0,403102.87,0.0,0.0,,43407.0,0.486701595808503
134038,0,Мужской,57658.0,26,64.17,14.0,26,Положительная,2.0,631719.93,26.0,5.0,,43407.0,0.572180695482613
134063,0,Мужской,95781.1,162,65.92,77.0,0,Положительная,4.0,0.0,0.0,0.0,,43407.0,0.0
134078,1,Мужской,1930.0,36,63.58,26.0,0,Положительная,21.0,783844.08,0.0,0.0,ВЫСШЕЕ,43407.0,0.3032660431771016
134082,1,Мужской,9754.5,34,63.58,26.0,0,Положительная,19.0,670225.61,0.0,0.0,ВЫСШЕЕ,43407.0,0.2404441689351265
134091,0,Женский,26428.0,0,69.08,20.0,0,Приемлемая 1,,,,,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
134092,0,Женский,,17,68.5,,0,Положительная,1.0,0.0,0.0,0.0,,,0.0
134096,0,Женский,52999.0,247,68.33,106.0,9,Положительная,7.0,989498.15,10.0,22.0,ВЫСШЕЕ,43407.0,0.4739980800340146
134097,0,Мужской,41666.7,139,67.83,79.0,0,Положительная,8.0,654486.57,0.0,0.0,ВЫСШЕЕ,,0.2340688994302283
134099,0,Женский,,64,62.5,,12,Положительная,6.0,,17.0,12.0,СРЕДНЕЕ,,0.0
134102,0,Женский,11202.5,97,69.42,30.0,4,Положительная,1.0,63193.42,9.0,9.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.1185685404913365
134108,0,Женский,5834.0,104,68.42,13.0,28,Положительная,,,,,,43407.0,0.2026292335115864
134126,0,Женский,42717.8,230,63.33,58.0,0,Положительная,11.0,2020065.9,1.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.7233961045301925
134128,0,Мужской,37365.3,149,67.75,51.0,0,Положительная,7.0,112884.94,6.0,1.0,ВЫСШЕЕ,43407.0,0.0928384464828919
134132,0,Мужской,972.0,114,63.67,130.0,0,Положительная,13.0,178222.0,2.0,1.0,,,0.174598479458297
134143,0,Мужской,68819.1,33,68.33,,0,Приемлемая 1,,,,,СРЕДНЕЕ,,0.0
134147,0,Мужской,46446.6,24,69.0,50.0,0,Приемлемая 1,1.0,,0.0,0.0,ВЫСШЕЕ,,0.0
134204,0,Мужской,76886.9,48,64.92,50.0,0,Положительная,0.0,0.0,0.0,0.0,,43407.0,0.0
134209,0,Женский,60500.0,25,64.67,35.0,0,Приемлемая 1,0.0,,0.0,0.0,,,0.0
134213,0,Женский,18128.6,61,68.75,161.0,0,Положительная,3.0,0.0,0.0,0.0,,43407.0,0.0
134221,0,Мужской,,55,66.5,,1,Положительная,2.0,167808.0,34.0,2.0,,,0.214654810752182
134224,0,Женский,,0,61.17,,0,Приемлемая 1,,,,,,43407.0,0.0
134228,0,Мужской,,67,67.67,57.0,0,Положительная,0.0,0.0,11.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
134242,0,Мужской,3541.0,121,46.33,144.0,2,Положительная,6.0,2050082.21,2.0,1.0,ВЫСШЕЕ,108517.5,0.3208384305243817
134248,0,Женский,8543.6,101,64.08,178.0,0,Положительная,1.0,1914070.59,0.0,0.0,ВЫСШЕЕ,43407.0,0.4418049564295572
134254,0,Женский,4125.0,135,64.25,8.0,0,Положительная,2.0,258312.0,0.0,0.0,,,0.3236666098662349
134258,0,Мужской,5000.0,72,61.08,136.0,0,Положительная,11.0,1163791.31,10.0,0.0,ВЫСШЕЕ,,0.4496149963612461
134261,0,Женский,1944.9,12,62.92,3.0,0,Отрицательная,5.0,150142.17,1808.0,24.0,СРЕДНЕЕ,43407.0,0.2658699328719363
134265,0,Женский,8653.0,30,66.08,,0,Положительная,3.0,15946.0,23.0,0.0,,,0.1160573598594343
134269,0,Мужской,8250.9,130,68.5,148.0,0,Положительная,7.0,581172.29,0.0,0.0,,43407.0,0.4720797396475062
134270,0,Мужской,34500.0,55,68.0,55.0,0,Положительная,0.0,,2.0,0.0,СРЕДНЕЕ,43407.0,0.0
134274,0,Женский,30218.0,96,65.17,114.0,0,Положительная,1.0,413526.05,0.0,0.0,ВЫСШЕЕ,43407.0,0.1767671363925305
134275,0,Женский,13254.2,123,65.58,77.0,0,Положительная,0.0,0.0,16.0,0.0,ВЫСШЕЕ,43407.0,0.0
134276,0,Женский,15834.0,97,66.83,81.0,0,Положительная,2.0,760982.5,23.0,2.0,,,0.5344701250636495
134277,0,Женский,9064.3,109,67.08,68.0,0,Положительная,1.0,80551.71,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.1063003755749673
134278,0,Мужской,62500.0,14,64.25,6.0,0,Приемлемая 1,1.0,0.0,0.0,0.0,ВЫСШЕЕ,43407.0,0.1726851882600639
134285,0,Мужской,1949.9,3,66.5,,0,Приемлемая 2,0.0,130680.52,0.0,0.0,ВЫСШЕЕ,43407.0,0.2452682926829268
134298,0,Мужской,59697.1,54,65.17,3.0,0,Положительная,1.0,490964.72,0.0,0.0,,43407.0,0.4461559157866415
134311,0,Женский,25630.7,128,62.92,67.0,0,Положительная,15.0,2028607.25,0.0,0.0,,,0.4869428111552737
134317,0,Женский,15833.0,50,63.83,7.0,0,Положительная,10.0,473482.94,0.0,0.0,ВЫСШЕЕ,43407.0,0.1591242634657087
134333,0,Мужской,8333.4,165,64.67,28.0,0,Положительная,3.0,418474.09,0.0,0.0,СРЕДНЕЕ,43407.0,0.2885905517939139
134334,0,Мужской,12352.2,135,63.58,139.0,2,Положительная,1.0,25278.64,25.0,5.0,ВЫСШЕЕ,,0.2013947926495455
134348,0,Мужской,25000.0,38,65.42,75.0,1,Приемлемая 1,4.0,154094.1,1.0,1.0,,43407.0,0.1844073340997712
134361,0,Женский,11250.0,69,65.75,1.0,1,Положительная,4.0,135000.0,25.0,1.0,ВЫСШЕЕ,43407.0,0.1092625506249817
134362,0,Женский,14384.0,102,64.17,42.0,31,Отрицательная,9.0,0.0,650.0,26.0,,,0.0
134369,0,Мужской,24166.7,13,65.75,,0,Положительная,0.0,,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
134387,0,Женский,54769.5,286,49.92,134.0,0,Положительная,33.0,1088473.03,24.0,0.0,,86814.0,0.1865955035768968
134400,0,Женский,,24,63.17,,0,Положительная,0.0,0.0,0.0,0.0,,,0.0
134409,0,Мужской,,24,64.0,,0,Положительная,0.0,0.0,0.0,0.0,СРЕДНЕЕ,43407.0,0.0
134412,0,Мужской,81500.0,162,66.08,66.0,0,Положительная,13.0,1543203.24,0.0,0.0,ВЫСШЕЕ,43407.0,0.4606441247196329
134418,0,Мужской,46725.6,42,64.75,9.0,0,Положительная,3.0,422163.57,0.0,0.0,ВЫСШЕЕ,43407.0,0.2883411733204632
134424,0,Мужской,22082.0,74,63.83,3.0,0,Положительная,4.0,88325.34,40.0,0.0,СРЕДНЕЕ,43407.0,0.1438895332924969
134430,0,Мужской,16163.1,64,66.5,61.0,0,Приемлемая 2,2.0,764669.1,60.0,12.0,,43407.0,0.3494831815434112
134433,0,Женский,,0,62.92,,0,Приемлемая 1,,,,,ВЫСШЕЕ,43407.0,0.0
134437,0,Женский,25630.7,150,64.0,181.0,0,Приемлемая 1,2.0,915897.76,0.0,0.0,,43407.0,0.3865182927474574
134440,0,Женский,2847.9,114,63.0,7.0,0,Положительная,6.0,2525251.74,0.0,0.0,,,0.5292939647876411
134442,0,Женский,,2,65.75,,0,Приемлемая 1,,,,,,43407.0,0.0
134445,0,Женский,52359.1,37,69.42,155.0,0,Приемлемая 1,,,,,ВЫСШЕЕ,43407.0,0.0
134447,0,Мужской,41666.7,93,63.25,70.0,0,Приемлемая 1,2.0,898209.23,4.0,1.0,,43407.0,0.1907178379318844
134452,0,Мужской,20583.9,157,61.83,139.0,2,Положительная,1.0,353159.31,28.0,4.0,ВЫСШЕЕ,43407.0,0.0905504018157585
134453,0,Женский,5999.0,49,64.83,18.0,0,Положительная,5.0,11994.0,0.0,0.0,СРЕДНЕЕ,43407.0,0.1014184037463441
134456,0,Мужской,54000.0,62,60.08,165.0,0,Положительная,,,,,,,0.0
134478,0,Мужской,41666.7,128,68.58,130.0,0,Положительная,0.0,174310.77,11.0,1.0,ВЫСШЕЕ,,0.0681283501660486
